,title,plot,genre
4207136,Seduction 4,We've been plotting growth strategies for the company.::gaureshbhartiya,adult-film
2320872,Anal Artists,"Sasha has dreamed her whole life of being a great artist, but what nobody knows is that she wants to be the greatest anal artist in the world, and will do whatever it takes to achieve it.::Dj Z",adult-film
2906252,Submit to My Feet,"Lovely ladies - some bound, some not - engage in aggressive foot fetishism.::Anonymous",adult-film
4601708,Busted Babysitters,Its real good and get you pumped up,adult-film
0412864,Island Fever 2,"Volum Two of a collection of shorts featuring the three top models/porn stars, Tera Patrick, Devon, and Stormy in various stages of undress and sex on location on the black sand beaches of Hawaii.::Anonymous",adult-film
3112634,Kiss and Tell,"Emily Addison, Dani Daniels and Brett Rossi have a fun threesome.",adult-film
0386047,Space Nuts,"In another time and another galaxy, an evil Overlord and his lover, the Dark Witch, have been taking over and destroying planet after planet until in one star system, they discover that whoever will marry the virginal Princess Hubba Hubba will become de facto heir to the Clitorian solar system. But the princess as fled from her planet with a rag-tag bunch of rebels and the final battle rests with the few for the solar system and the galaxy.::Anonymous",adult-film
5056536,Squirt Gasms! 3,Computer. Pretty woman and wet,adult-film
8888008,Abigail,"Abigail is a relationship fixer. It's her job to put the final nail in the coffin for couples who want things to end - for a price, of course - and she never feels bad about it. She believes all relationships are insidious and nobody is irreplaceable. Welcome to the first installment of this incredible story, where feelings are unimportant and the outcome is always messy.",adult-film
0349424,Falling from Grace,"Devasted after a breakup with his girlfriend, a young man joins the priesthood. However, five years later his ex-girlfriend returns, and wants to get back together with him. He is torn between his desire for her and his dedication to the church.::frankfob2@yahoo.com",adult-film
0867237,All You Can Eat 3,"The words 'reverse gangbang' appear on the box cover as a subtitle or tagline. This would suggest that the pairings here would involve one guy and multiple females. What is presented here instead are two scenes each featuring two men and seven women. Preceding each scene is a monochrome (using various color filters) visual introduction (no dialogue) with solo tease of each of the seven ladies involved. This segment before the first scene lasts twenty-two minutes. The color camera is located and the seven play amongst themselves for another eleven minutes before the guys (David Perry and Tony Ribas) arrive. Multiple pairings, threesomes, foursomes, etc. ensue and a couple of the girls take on both guys at once. The second scene, featuring Manuel Ferrara and Steve Holmes, plays out in a similar fashion with a significantly shorter monochrome introduction of the female participants.::MayorDefacto <MayorDefacto@gmail.com>",adult-film
10910926,Women Seeking Women 132,Beautiful woman-woman sex which is sure to excite you.::Anonymous,adult-film
1345909,Love Potion 69,Sad-sack nice-guy-who-can't-get-laid uses love potion to attract the woman of his dreams.::Anonymous,adult-film
2510508,Fifty Shades of Grey: A XXX Adaptation,A Fifty Shades of Grey XXX parody.,adult-film
10406148,Vendetta,"After an accident leaves Celeste's wealthy husband confined to a wheelchair, she must find other ways to keep herself satisfied. Soon he begins to suspect her infidelity and hires a private investigator. With his suspicions confirmed, Celeste soon finds herself in danger. But she is not one to back down. Her husband discovers his sweet wife is really a woman with a vendetta.",adult-film
2883492,Sailor Poon: A XXX Interactive Parody,"An interactive XXX parody based on the classic Japanese anime, Sailor Moon.::Anonymous",adult-film
6728522,The Flash: A Gay XXX Parody,A gay XXX parody of the TV series The Flash.::allan-medeiros26,adult-film
2709450,Babysitter Diaries 9,"There's no end to these ""true"" stories from babysitter diaries.::Anonymous",adult-film
5317872,All-Star Super Sluts,"Superstar Bonnie Rotten, the elaborately inked package of beauty and sexual joy, squirts a huge flood of girl cum, takes a hearty butt fuck and jacks flying ribbons of the director's cum from his uncut meat.::Evil Angel",adult-film
1397236,Whack Job,After she catches her boyfriend in bed with another woman. The daughter of a mob boss hires 2 bumbling hit men to whack him.::Anonymous,adult-film
1538243,Cougar 101,Professor Vonhassleburg gives a first class lecture on the many subspecies of cougar spotted in the wild with the aid of a special film crew.::Anonymous,adult-film
1505963,Wife Swap,"Spoofing the popular TV show, two families swap wives and all manner of sexual behavior occurs.::Dick Bush",adult-film
1373158,Kayden's Frisky Business,"When hot, horny coed Kayden learns her scholarship money is being cut off by the greedy dean of students, she invites her friends over to raise money the old fashioned way: sex. Kayden and her dick loving girlfriends get the money flowing as they suck, straddle and stroke cock after cock to earn the big bucks for school.::Ramojus Skerys",adult-film
2306829,Tightly Bound Couples,Six sexy couples struggle mightily to escape their bound and gagged peril.::Anonymous,adult-film
3520140,OMG... It's the Dirty Dancing: XXX Parody,"""This classic coming of age story takes place at an upscale Catskills Mountain resort in 1964. A girl begins her journey thinking her father is the most wonderful man in the world but becomes a woman with a man her father doesn't approve of. This new relationship puts a huge strain on the relationship with her father. Can it survive? And can her new relationship thrive with her father's daunting disapproval?""::Anonymous",adult-film
5530086,Sherlock: A XXX Parody,"Sherlock Holmes (Danny D), a clever and renowned London detective, uses his cunning and superior powers of deduction to investigate crimes that the local police department can't unravel on their own. With help from Sherlock's brilliant and sexy assistant Jane Watson (Ella Hughes), the duo solve crimes in and around London... using their sexual prowess to uncover the truth as they probe even deeper to hunt down criminals together.",adult-film
10318118,Twisted Passions 17,In the back alleys of downtown Thornhill lies the seedy establishment Lamoyne Hotel - where sexually starved women come to fulfill their Lesbian Fantasies.::Anonymous,adult-film
2235551,I Am Natasha Nice,"Awesome movie, awesome flix",adult-film
1593659,Cheating Sports Celebrity Wives,The wives of celebrity sports stars have sexual affairs behind their athletic men's backs.::Anonymous,adult-film
4211484,Device Bondage,Submissive females are bounded with devices and forced to orgasm.,adult-film
1852073,Private Lessons,"Seth is caught spying on her by his new mysterious neighbor, Jessica, who lets him do odd jobs as punishment. When he discovers that she's interested in more than hard labor, it's a dream come true for him.::Anonymous",adult-film
1657849,An Eternal Love 2: Reckless Heart,"Bobby and Sasha's love and trust will be tested when one accuses the other of infidelity. Can they repair their romance by going on a romantic getaway? This is the sequel to ""An Eternal Love"" that fans have been waiting for.",adult-film
1784350,Bad Girls 5,"Bad Girls 5, featuring Stoya in her first double penetration scene, is the 5th episode in the Bad Girls series by Digital Playground.::Anonymous",adult-film
1770658,CFNM: Boss'd Around!,"A strict but sexy boss treats her assistant like a slave, including forcing him to provide sexual services to her.::frankfob2@yahoo.com",adult-film
1677597,Sex Therapy,"A sex therapist gets ""involved"" with a variety of her patients.::frankfob2@yahoo.com",adult-film
3028000,Fresh Faced Footsie Babes,"Sweet, young models in various stages of undress put their naked tootsies on display::Anonymous",adult-film
1977804,Gigolos,Brace decides to get testosterone injections; Nick considers the adult film industry.,adult-film
3345616,Jack Attack 5,Ryygj hi if k high m kg k kg kg::rt-26469,adult-film
2103240,Revenge of the Petites,"Petite, nerdy Marie and her best friend Skin are taunted, teased and tricked by the beautiful, tall girls of Theta House during their freshman year at college. So they join a sorority of petite girls and plan their revenge.::Mark_a_Wood <markawood@hotmail.co.uk>",adult-film
11956832,Flawless Tits 4,Nothing beats all-natural and we've got 4 stunning beauties with perfect racks to prove it.::Bang!,adult-film
2906930,Hair Down There 2,Four more sizzling hot scenes with lots of hair.,adult-film
1232084,Kayden's Krossfire,Deputy Sheriff Kayden loves her job and her boss more than you know. When a robbery goes wrong she has to defend her badge and her brother's name. But the usual suspects aren't who you think they are.::Joshua Strickland,adult-film
3623074,The Whore of Wall Street,"In the high-stakes world of Wall Street, sex is everything. Dani Daniels, a wildly wealthy girl learned that lesson her first day, at a meeting with Xander Corvus. He let her know that you've got to get off a whole lot if you want to deal with the stress of the finance industry. It was that day that Dani Daniels learned the secret to success in finance: get 'em by the balls, and don't let go. It was a lesson she took to heart, and as the months we by, she never forgot what she learned that day: the way to a man's wallet is through his pants. So now that Dani is an expert at getting laid and getting paid.::Brazzers",adult-film
1627040,Cuties,"Five cute ladies get knocked up for your enjoyment, including fan favorite Lexi Belle.",adult-film
2975814,Stripped Down and Tickled All Over,Seven naked and bound models have their sensitive spots vigorously assaulted by wandering fingers who love the squealing noises their tickling victims make.::Anonymous,adult-film
1728606,Body Heat,These firemen and women are fueling the flames of passion in their fire station.::Anonymous,adult-film
2825928,Girlfriends Get Even 2,"Several more girlfriends get revenge for their boyfriend's cheating, in this second installment of Girlfriends Get Even 2.",adult-film
5646586,Riley Reid Official Site,A series of adult videos available on Riley Reid's official site.,adult-film
10782328,Cheer Squad Sleepovers 29,"By day they cheer the home team, by night they live their lesbian fantasies.::Anonymous",adult-film
2493342,Nurses 2,Nurses are eager to give you a little tender loving care. She'll help that fat dick of yours recuperate from its case of limpness in the most passionate way imaginable.,adult-film
4863818,Big Tits at School,The windows have been fogging up at Big Tits At School. Just take a peek inside one of our classrooms and you'll see our smoking hot busty students and big boobed dominant teachers getting their wet pussies stuffed with cock. Stay in your seat. you haven't been dismissed yet.::Official Site,adult-film
1977792,Exchange Student 2,Chayse is back in volume 2 of the Exchange Student series. Will Nicole cope with her sexual indiscretions and the drama they cause?::Anonymous,adult-film
7980514,Prime MILF 5,"Anal MILF queen Dana DeArmond features in the fifth volume of Prime MILF and shows her genuine love for anal sex in an intense and orgasmic scene. The feature also stars cum-hungry MILFs Cherie DeVille, Reagan Foxx and Britney Amber.",adult-film
2323651,Secretaries Bound to Their Work,"Seven beautiful businesswoman run afoul of burglars, petty thieves, home invaders and other crooks who love to rope, gag and occasionally bare the breasts of their victims.::Anonymous",adult-film
0494331,Eternity,"When forced into an arranged marriage, Silvia's world is turned upside down. Her groom, Sir Adam Dalton, seems the epitome of 19th century aristocracy; the breeding, the well polished veneer. Soon though, it's undeniable; a tyrant rules the 'House of Dalton'. Rejected, Adam satisfies his lust wherever he can, and Silvia plots to punish his wicked deeds. When Michael, pledges undying love for her with the gift of a coveted locket... and her true destiny is revealed.::Anonymous",adult-film
1603837,Fly Girls,The skies are a whole lot friendlier when a group of the world's most beautiful stars pose as slutty flight attendants and sneak onto a plane to shoot a reality show.::Official site,adult-film
0892293,Fashionistas Safado: The Challenge,A fashion designer who engages in a triangular relation in the midst of a stellar fashion show.::Anonymous,adult-film
3130650,Babysitter Diaries 11,These hot babysitters are looking for hard cock.,adult-film
1266097,Pirates II: Stagnetti's Revenge,"Pirate hunter Captain Edward Reynolds and his blond first mate, Jules Steel, return where they are recruited by a shady governor general to find a darkly sinister Chinese empress pirate, named Xifing, and her group of Arab cutthroats, whom are trying to resurrect the late Victor Stagnetti, the world's most feared pirate, from the grave to bring on world domination. When Jules is captured and enslaved by the Xifi hi must rely on his sword-fighting ally, Olivia, to take on the supernatural forces at work surrounding the lethal Xifing.",adult-film
6275832,Sexy Bitch,"After being released from prison, Carter learns that a Russian crime boss Viktor holds him responsible for a drug deal gone wrong and demands a huge payment with interests.::michkp",adult-film
0499566,She Bangs!,"When an innocent young female cop goes undercover on a porno set, she gets a crash course on the latest tricks and perversions of sexual performance. It's a different kind of gun play than she learned in the academy, but takes to it like fish to water.",adult-film
1303749,Kayden Exposed,Kayden Exposed (2008 Video) Help Add a plot,adult-film
1611189,Tru: A XXX Parody,A XXX-rated parody of the vampire series True Blood.,adult-film
0412300,Acid Dreams,"The CIA uses drugs and mind-control techniques for ""sexspionage"".::Anonymous",adult-film
2180519,Say 'Hi' to My Pretty Feet,"Seven adorable babes, clothed, semi-clothed or naked, flutter their petite feet.::Anonymous",adult-film
1233521,Cheerleaders,"These young, horny ""cheerleaders"" don't just turn you on during the game, they use their sexual flexibility to get better grades, steal boyfriends, lose their virginity and much more.::Anonymous",adult-film
2273125,Blow,"After a drug shipment has turned up missing, a drug dealer and his wife try to track down what had happened.",adult-film
5061422,Sensual Moments 5,The fifth entry in the Sensual Moments series.,adult-film
0852636,Curse Eternal,"Samantha Stewart is a scientist who opens a previously unexplored tomb in Egypt where her father vanished nearly 20 years earlier. She accidentally awakens a 3,000-year-old mummy named Neferkala, who releases a sexual urge in anyone with whom she comes in physical contact. Joined by Samantha, Neferkala embarks on a sexual quest to find her eternal lover Nomron.::A. Nonymous",adult-film
4202014,Soapy Wet Tits,Hi i am a nice man and i like cute girls,adult-film
5329720,Girls Love Girls 3,the data iam submitting ia true,adult-film
10710078,Net-Sex,The sexual encounters of various people made with the use of the internet.,adult-film
2701422,Code of Honor,Im good person ....do not think like this....::harshchandrakar-91184,adult-film
0943503,Teenage Heartbreakers,This is not be spoiler to any one.,adult-film
2078725,Sex and Corruption Episode 3,This film is only entertainment::suresh,adult-film
1776202,"Ho, Ho, Ho!",Vignettes of five Penthouse readers' fantasies about the approaching Christmas holiday season.::Anonymous,adult-film
0362175,Splendor,"A man and woman are having a meeting. They work for a perfume company, and are trying to come up with an ad campaign for their new perfume, ""Splendor."" All their suggestions lead to fantasies about sex and erotic situations.::A. Non.",adult-film
1644509,Bangkok Wives,"A computer programmer and his sexy wife move into the upscale community of Bangkok, Connecticut. It's not long before the wife notices something strange: all of the husbands in the community work for the same high-tech company all of the wives are gorgeous, sexy and very submissive Asian women. She begins to suspect that something sinister is going on.::frankfob2@yahoo.com",adult-film
10337364,My Wife's Hot Friend Vol. 42,"Sometimes being bad feels good especially when a man's wife has a smoking hot friend who is ready to sleep with him. These sex-thirsty women who get what they want, even if it means sucking off their friend's husbands.::Naughty America",adult-film
2232450,The Perfect Partner,"When Andrea gets passed over for a big promotion, she runs home to seek comfort in the arms of her live-in partner. Unfortunately, her girlfriend is already in the arms of someone else. Andrea suffers a complete meltdown. Enter her best friend Justin, who suggests a weekend away to clear her head. He's also hoping for a chance to finally let her know that he wants to be more than friends. But will Andrea reject his advances? Or decide that maybe they are perfect partners.::Ramojus",adult-film
4157632,Moms in Control,"There's nothing hotter than seeing a wholesome MILf get dirty, and that's exactly what MILFs in Control is all about: the hottest, sluttiest cougars in the business taking control of sexy situations to get exactly what they want. Feast your eyes as these mature beauties suck and fuck huge cocks, dominating big-dick studs and hot teen sluts until they get the cum that all MILFs crave!::Official Site",adult-film
6035492,My First Time with a Mommy,My First Time With A Mommy is a series of sizzling first time lesbian encounters of teen girls who have always fantasized about being with another woman. Watch as these gorgeous Milf mothers and step-moms devour their first time hungry students.::Anonymous,adult-film
2099738,Tara's Titties,"After being laid off Angie moves in with her parents, to get out of the situation she becomes an Internet escort.::Anonymous",adult-film
1951104,Cranked,Paige is an assassin whose been poisoned by mob boss Chilli Manilli who wants Paige out of the picture. To stay alive Paige must have sex to keep the adrenaline going to suppress the poison.::Anonymous,adult-film
4863792,Baby Got Boobs,"From fresh-faced teen to total slut, baby has boobs and she isn't afraid to show them. But does she know how to use them? These teens crave monster cock in their tight pussies, whether they're ready for a big dicking is another matter.::Official Site",adult-film
2060555,Supergirl XXX,Lex Luthor and The Enchantress have tricked Kara (Supergirl) into thinking she is in love with Luthor and caused Clark Kent to forget he is Superman. Only Batman knows the truth and bring her to her senses.::Dennis Taylor,adult-film
1300329,The Wicked,Five friends on a road trip to an annual desert festival run into a group of recently awakened vampires known as the Wicked.::Anonymous,adult-film
6371030,Black and Blonde Vol. 1,These blond chicks really want their BBC.,adult-film
3118710,The Business of Bondage,"Seven sexy businesswomen find themselves in bondage at the hands of business rivals, angry supervisors, cruel criminals and predatory relatives.::Anonymous",adult-film
9049152,After Dark,"Tori is about to serve a sentence for conspiracy to defraud the US government. But her outlook is to take what you can and gain experience as much as possible. Money, power and sex are the most important things. She's ready to play the game, and the men are the bad guys. She is going to make the most of what she has - because there is a time when the experiences stop - and nobody ever expects it from a woman.",adult-film
6039650,Reunited,"Michael, is hanging with his friends when he bumps into his formal lover; Samantha. However, Michael is now engaged to his girlfriend, Karen. Which choice will Michael make?",adult-film
5917122,Suicide Squad XXX: An Axel Braun Parody,Convicts are given a mission to stop the Enchantress by any means possible::Okunola bola,adult-film
1241196,Absolut Sex,"After a worldwide apocalypse, the survivors are interviewed by a television channel and relate their stories about how they survived, and the sexual adventures they engaged in.::frankfob2@yahoo.com",adult-film
1067075,Heat,"William Banks is a drifting con artist who's car breaks down in a small Louisiana town. In an attempt to repair his car, he meets a crafty vixen named Charlotte who learns about the $87,000 in cash he ripped off from various people across the country. She plots to steal the money and skip town. But Charlotte's boyfriend Tyler also learns about the money and plots to rip Charlotte off so he can leave town with the cash for himself. In a story in which all the characters are nothing but villains, only the strongest and smartest of the villains will get away with it.::Anonymous",adult-film
2005236,Heart Strings,A beautiful woman(Brooklyn Lee) falls for a handsome stranger (Michael Vegas) who visits the ranch that she shares with her sister(Gracie Glam).::devildogscott66,adult-film
2802884,Girl Fever,Four hot scenes of lesbian sex including Riley Reid and Remy Lacroix first scene ever together.,adult-film
1345900,Hotsex.com,Two geeks explore the joys of Internet dating.::Anonymous,adult-film
2156929,Performers of the Year 2012,performers of the year 2012,adult-film
1345931,"Reel Babes, Real Breasts","Couples' friendly look at ""reel"" babes with real breasts, as five lucky men show and tell why they prefer natural girls.::Anonymous",adult-film
1215153,Stalker,"What happens when two women meet on an adult film set when one's a superstar and the other an unknown? Well, each wants what the other doesn't have: Her freedom. Her sexuality. Her openness. Her life. AVN's Best Director Winner Eli Cross presents a dark and twisted take of stalking and prey, of hunter and hunted, of possession and obsession. Stalker.::Ramojus",adult-film
0855692,3 Wishes,"Jerry is a hapless loser with no end to a string of bad luck. First, he walks in on his girlfriend having sex with the cable guy. Then he loses his job after his biased boss, Mr. Hall, fires him for no clear reason. But opportunity knocks when a beautiful young woman appears and offers Jerry three wishes in exchange for his soul. Jerry takes advantage of that, only to get more than he bargained for. His only chance of redemption is realizing, before it's too late, that the girl who lives down the hall from him is his key to salvation.::Anonymous",adult-film
7664856,Anikka vs. Kelsi,"Anikka VS Kelsi celebrates buxom bottoms in this big booty showdown. With teases only Anikka Albrite and Kelsi Monroe can perform, the two beauties compete in a battle of the asses to show how much they love deep anal sex.",adult-film
10787424,Women Seeking Women 148,Beautiful women-women sex which is sure to excite you.::Anonymous,adult-film
2741758,Mothers & Sons,"Two roommates are seduced by each other's moms. Then, two friends seduce each other's moms.::Anonymous",adult-film
2909238,Happy Endings,Happy Endings :Dominant Masseuse Taunts Frustrated Young Stud::Suman,adult-film
2005414,Young at Heart,"When John reaches his 45th birthday and is feeling the midlife crisis, he tries to relive his youthful days.::Anonymous",adult-film
6286304,Mommy's Girl,From the Girlsway universe comes a whole world of mothers and daughters that love each other more than just as family.,adult-film
1505927,The 8th Day,"When she wakes from a cryogenic sleep, Samantha finds that the world has she knew has disappeared and needs to find a way to survive.::Anonymous",adult-film
1726611,Country Club Cougars,"A pair of beautiful, horny older women prowl the local country club looking for younger men to help fill their spare time.::frankfob2@yahoo.com",adult-film
8802704,Highway Home,"After a harrowing altercation between her stepfather and stepbrother, Lily leaves home on a search to find her true self. Along the way, she meets a couple of trouble making travelers who will have sex with anyone to get what they want, including each other.::Digital Playground",adult-film
4720948,Bullet 2 the Top,"Tony, a convict released from prison is ready to regain his power, wealth and appetite for women. He was the big shot in Spain, but in LA, he's no one. He's craving the luxurious lifestyle and the money to make girls do anything for him.::Official Site",adult-film
1590227,Tyler's Wood,Tyler Wood can't seem to keep his 12 iron massive cock in his pants. He likes to bangs lots of women.,adult-film
2078620,Fighters,"A girl is aggressive at school, particularly against the colleague that is dating her widow father. The school's principal sends her to a boxing gym to channel her aggressive in a sports environment. That will help in more ways than one.::Artemis-9",adult-film
7813208,Web Young,Beautiful young girls play with themselves or with their girlfriend in a sensual and glamorous way.,adult-film
0341350,The Fashionistas,"A famous fashion designer, searching for a hot new ""bondage"" look, comes across a design house called The Fashionistas. Unbeknownst to him, the firm's owner is determined to seduce him--not only to get him to buy her line, but also because she knows he can get her into the strange world of underground S&M clubs.::frankfob2@yahoo.com",adult-film
4671458,Desire,"Four separate stories of love, desire and sex.",adult-film
7498058,Johnny Rapid: 5 Years in the Making,"Five Years in the Making is a compilation of some of his best scenes, including when Paddy O'Brian and Johnny Rapid - two of MEN's biggest superstars - finally meet for the five year anniversary of MEN.com. Watch as they explore each other for the first time.::allan-medeiros26",adult-film
1736640,Rachel Starr Is Bad Ass,Adult actress plays dumb innocent small town girl that meets her new man on a dating app. This man desperately in need of new flame was seduced by her sweet affection and lustful ways which made him feel the best he had felt in years. He didn't see that his lover which he had underestimated was not the honest sweet girl he had thought but actually living 2 lives to keep her dark side under the radar.,adult-film
3113294,The Squeals of Ticklish Nice Girls,"Six delectable young woman are securely bound at the wrist and ankle so they will not be able to escape their tormentors' probing fingers when they attack their victims' sides, stomachs and insteps in a tickling frenzy.::Anonymous",adult-film
2378529,The Truth About O,"The enigmatic O, now fully committed to her life of submission, willingly accepts every erotic dare and willing partner her lover chooses. When an old lover returns to the inner circle and a newer, younger slave enters the scene, O's obedience is once again put to the test. But is O the slave - or is she the master?",adult-film
1325647,The Surrender of O,"Depressed after splitting up with her lover, O accepts an invitation to an exclusive bondage club. As she watches the kinky games, she comes to terms with her personal desires and resolves to get Steven back at all costs - even if it means submitting completely to him.",adult-film
5366174,Beauty and the Beast XXX: An Erotic Tale,"An XXX parody of the classic tale of Beauty and the Beast, starring Dani Daniels as Belle and Xander Corvus as The Beast.",adult-film
8590126,Wow Girls,"Gorgeous young girls play with themselves, with their girlfriends or with their boyfriends in glamorous settings.",adult-film
7351828,Angela: Volume 3,"ANGELAWHITE.com proudly presents Angela Volume Three. Starring porn superstar Angela White, this five scene showcase is more than just a movie; it is a testament to the power of sex. Opening with an explosive double penetration scene, featuring double vaginal and double anal, Angela Volume Three documents Angela's first anal experience with the legendary Mandingo, and not one, but two gangbangs. As a counterpoint to these high-intensity scenes, Angela's first creampie with Manuel Ferrara is an unedited, hour-long visual record of an intimacy and sexual beauty rarely captured. Directed by Angela with her trademark commitment to authentic passion and chemistry, Angela Volume Three is a testament to how losing yourself in sexual abandon is the perfect way to find yourself.",adult-film
7558652,Pure Taboo,"Adult TV series focusing on taboo and ""roughie"" sex fetishes including incest and domination.",adult-film
2504596,Asa Akira Is Insatiable 3,Asa Akira further exhibits her insatiable sexuality.,adult-film
4280986,My Dad's Hot Girlfriend #10,Five unrelated erotic interludes involving men's girlfriends and the men's sons.::Anonymous,adult-film
2190155,2 of a Kind,"Raven Alexis and her ""twin sister"" star in this sizzling set of erotic vignettes by director Robby d.::Anonymous",adult-film
1565778,18 and Dangerous,A middle aged married man struggles with his temptation to give in to the flirtatious 18 year old daughter of his wife's friend.::Anonymous,adult-film
8119138,Star Wars Force Awakens: A XXX Parody Online,"''As Rey and her friends are trying to escape from Starkiller Base, Rey gets caught and interrogated by Kylo Ren.''::Official Site",adult-film
5329704,True Detective: a XXX Parody,"A XXX parody of the awesome series ""True Detective"".",adult-film
3540772,She Must Be Bound and Gagged,"Six sexy businesswoman find themselves tied and tormented by thugs, employers and coworkers.::Anonymous",adult-film
2495506,Immortal Love,"Madelyn decides to break off her engagement, She is now alone and lonely. She isolates herself in her apartment and has found interest in her piano playing. However, while she is walking alone late at night, she is saved from a gang of attackers by a handsome young man named Donovan, Madelyn's doubts are now conformed. She decides to confront him but soon learns that this sexy mystery man is something else....a vampire. Their passion for each other heats up hotter then any flame ever could. Madelyn now learns that it is not only her heart that is endangered but her soul is now as well.",adult-film
2069718,Asa Akira Is Insatiable 2,Asa Akira yet again exhibits her insatiable sexuality.,adult-film
7080026,Big Wet Breasts 3,"Four erotic interludes featuring busty women, their partners and body oil.::anonymous",adult-film
2023809,Voyeur Within,"The Voyeur, secretly looking outward, infatuated, watching the eccentric sexual acts of others, while 'Within' he feels titillation and satisfaction from his salacious observations.::lament",adult-film
2936090,Bella di Giorno,"The erotic drama Bella di Giorno follows a woman who haunted by her desires decides with the help and encouragement of her friend to get a separate life without her husband's knowledge. Wealthy middle-class wife by day, she becomes Bella by night and join her neighborhood's brothel where she can devotes herself to her voracious fantasies. Her huge appetite for sex makes a name for the new lady of the night, exposing her to being recognized as the elegant wife of a businessman.",adult-film
2071559,Portrait of a Call Girl,Elle is a young call girl who tries to find herself and her place in the world to gain the freedom she wants.::Anonymous,adult-film
4863852,Big Tits at Work,"Sitting at your desk, wishing you can fuck every busty coworker you have? Well, stop dreaming and step inside Big Tits At Work where you can watch real life work adventures caught on tape. Nothing But Big Breasted Work Professionals getting drilled all day long...::Official Site",adult-film
0349107,The Ass Collector,"A police detective and a psychiatrist team together to discover why so many beautiful girls are disappearing. They discover that it is the work of a shadowy figure called The Ass Collector. The detective enters the mind of his quarry, and is not prepared for what he finds.::frankfob2@yahoo.com",adult-film
2040265,Adventures in Babysitting,"Five young girls who are all babysitters decide to spend an afternoon having sex with various men, including a professor and a father who's separated from his wife.::frankfob2@yahoo.com",adult-film
8567392,Brown Bunnies,Adult TV series from Bang Bros. focusing on interracial sex between black women and white men.,adult-film
1258667,Bound,"Lily is a 19-year-old woman who seeks escape though sex and drugs until she is taken in by an elderly man, named Henry, who marries her and helps her get clean. 10 years later, after the death of her husband, Lily finds herself lusted after by her husband's business manager Garrett who inspires her to move on. However, he and his ex-wife, Roxanne, plot to swindle Lily out of her inheritance by playing on her vulnerability.::Anonymous",adult-film
7149692,Sisters Share Everything,Watch these four hot lesbian scenes where stepsisters share everything.,adult-film
1954355,Cuties 2,"Four hot girls get drilled hard including fan favorites Marie McCray, Allie Haze and Lexi Belle.",adult-film
2559222,Cuties 4,Watch as five more Cuties get knocked up in this forth hot installment of the Cuties series.,adult-film
2160044,Dani,"Dani Daniels combines porcelain fashion model looks with a sensuality to her scenes. She's an extraordinary girl/girl star and Club 59 is delighted to feature her in this artistic production from award winning director, Mason. Also featuring the talents of Skin Diamond, Georgia Jones, Holly Michaels, and Veronica Avluv. ""Dani"" is a voyage through the senses with stunning visuals and unforgettably passionate sex scenes. Do not miss!::Anonymous",adult-film
7781048,Trouble x2,"On his first day back in the dating game, Nick meets not one but TWO beautiful women. Olivia (Abigail Mac) is hot, sexy, and confident. Jenny (Cherie DeVille) is sweet, smart and funny. Not in a rush, he takes his time casually dating them both. Finally Nick knows he must make a choice but how does he choose between two perfect women that adore him? Before he has a chance to decide, however, Nick finds himself in a lot of trouble. The one thing he did not know about Olivia and Jenny is that they were friends. Things come to an explosive head when they discover they've been dating the same man. Will there be any way to salvage their relationships or will all three be to go separate ways?",adult-film
0339034,From Justin to Kelly,"A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.::Daniel Jos. Leary",romantic-comedy
0091653,Nothing in Common,A highly successful advertising executive decides to put his job on hold after getting an update from his father that he and his wife are divorced and decides to extend his break after revealing that his father is a diabetic.::David,romantic-comedy
0053604,The Apartment,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.::Anonymous",romantic-comedy
7380262,Sanders Shorts,"Thomas performs a wide variety of sketches, pranks and songs in this comedy series of micro-chapters usually of 6 seconds of length each.",romantic-comedy
11137472,Kinky Couple,"When a young couple decides to get kinky, things don't go exactly as planned.",romantic-comedy
12677210,Xmas Freak,"Christmas comes just once a year. But for Rudy, every day is Christmas. And every day is perfect. Because Christmas is perfect. At least that's what Rudy tells himself.::Sean Brown",romantic-comedy
0972534,iCarly,"Carly hosts her own home-grown web show, iCarly, Carly and sidekick Sam's regular webcasts ultimately feature everything from comedy sketches and talent contests to interviews, recipes, and problem-solving.::Anonymous",romantic-comedy
5084388,May Who?,Super standard girl in school (May Who) is on a quest to win the love of a school senior heart-throbber (Fame) with her new-found friend (Pong). The only secret is that she can discharge electricity when she gets excited.,romantic-comedy
0119114,Fever Pitch,A sports fan's romantic courtship clashes with his obsession with his favorite football team.::Anonymous,romantic-comedy
0314331,Love Actually,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.::Alastair Battrick",romantic-comedy
12356280,Beneath the Streetlights,"After several failed dates, Amy (Julia Knox) thought she would never find love. Then James (Tyler Poelle) came along and changed her definition of love, romance, and adventure.",romantic-comedy
0032349,Comrade X,An American reporter smuggling news out of Soviet Moscow is blackmailed into helping a beautiful Communist leave the country.::Rod Crawford <puffinus@u.washington.edu>,romantic-comedy
0151738,Never Been Kissed,A newspaper reporter enrolls in high school as part of research for a story.::Murray Chapman <muzzle@imdb.com>,romantic-comedy
